claim_id,paper_key,kind,label,line_start,next_line_start,n_deps,deps,n_unresolved_refs,unresolved_refs,region_chars,used_by_count,deps_str,unresolved_refs_str
GLC2:remark:auto0046@L4463,GLC2,remark,,4463,4470.0,0,[],1,['sss:Op mon-free expl'],160,0,,sss:Op mon-free expl
GLC2:remark:auto0047@L4470,GLC2,remark,,4470,4542.0,4,"['GLC2:lemma:l:Op duality all Opers', 'GLC2:lemma:l:hom category', 'GLC2:proposition:p:Op duality mon-free Opers', 'GLC2:proposition:p:ten prod property']",5,"['e:Theta from duality 0', 'e:Theta from duality 1', 'e:duality and pullback', 'e:self-duality mon free Op', 'sss:act sph mf']",3195,0,GLC2:lemma:l:Op duality all Opers;GLC2:lemma:l:hom category;GLC2:proposition:p:Op duality mon-free Opers;GLC2:proposition:p:ten prod property,e:Theta from duality 0;e:Theta from duality 1;e:duality and pullback;e:self-duality mon free Op;sss:act sph mf
GLC2:lemma:l:Theta and Sph,GLC2,lemma,l:Theta and Sph,4542,4579.0,0,[],1,['e:Theta from duality 1'],1273,2,,e:Theta from duality 1
GLC2:lemma:l:Ups Op,GLC2,lemma,l:Ups Op,4579,4589.0,1,['GLC2:lemma:l:Op duality all Opers'],0,[],186,1,GLC2:lemma:l:Op duality all Opers,
GLC2:remark:auto0050@L4589,GLC2,remark,,4589,4599.0,1,['GLC2:lemma:l:Ups Op'],0,[],146,0,GLC2:lemma:l:Ups Op,
GLC2:proposition:p:Ups mon-free Op,GLC2,proposition,p:Ups mon-free Op,4599,4652.0,0,[],1,['ss:form neighb of mon-free'],1990,3,,ss:form neighb of mon-free
GLC2:question:q:Ups fact,GLC2,question,q:Ups fact,4652,4674.0,0,[],0,[],801,1,,
GLC2:proposition:p:IndCoh mf as QCoh ten prod,GLC2,proposition,p:IndCoh mf as QCoh ten prod,4674,4703.0,2,"['GLC2:proposition:p:Ups mon-free Op', 'GLC2:question:q:Ups fact']",1,['e:IndCoh mf as QCoh ten prod'],1106,2,GLC2:proposition:p:Ups mon-free Op;GLC2:question:q:Ups fact,e:IndCoh mf as QCoh ten prod
GLC2:question:auto0054@L4703,GLC2,question,,4703,4801.0,2,"['GLC2:lemma:l:hom category', 'GLC2:theorem:t:FF']",4,"['ss:action of center', 'sss:A mod is lax', 'sss:lax fact', 'sss:t-str fact']",3898,0,GLC2:lemma:l:hom category;GLC2:theorem:t:FF,ss:action of center;sss:A mod is lax;sss:lax fact;sss:t-str fact
GLC2:remark:auto0055@L4801,GLC2,remark,,4801,4825.0,1,['GLC2:lemma:l:enhancement modules'],0,[],987,0,GLC2:lemma:l:enhancement modules,
GLC2:remark:auto0056@L4825,GLC2,remark,,4825,4874.0,0,[],2,"['sss:fact alg from fact cat', 'sss:fact alg from fact cat t']",1990,0,,sss:fact alg from fact cat;sss:fact alg from fact cat t
GLC2:lemma:l:plus part KM,GLC2,lemma,l:plus part KM,4874,5030.0,1,['GLC2:corollary:c:from QCoh * to fact placid'],13,"['e:enh oblv KM', 'e:sect arcs', 'sss:QCoh co fact', 'sss:QCoh fact', 'sss:almost compact', 'sss:ass of top Lie', 'sss:com fact and arcs aff', 'sss:com fact vs Dmod com', 'sss:fact alg from fact cat', 'sss:fact alg from fact cat t', 'sss:forming arcs gen', 'sss:forming loops aff', 'sss:t on QCoh co']",6331,2,GLC2:corollary:c:from QCoh * to fact placid,e:enh oblv KM;e:sect arcs;sss:QCoh co fact;sss:QCoh fact;sss:almost compact;sss:ass of top Lie;sss:com fact and arcs aff;sss:com fact vs Dmod com;sss:fact alg from fact cat;sss:fact alg from fact cat t;sss:forming arcs gen;sss:forming loops aff;sss:t on QCoh co
GLC2:theorem:t:from QCoh star to fact,GLC2,theorem,t:from QCoh star to fact,5030,5071.0,1,['GLC2:lemma:l:Psi IndCoh* IndSch'],5,"['e:from QCoh star to fact', 'ss:QCoh* non-fp', 'ss:proof of fact over com', 'sss:IndCoh^* to QCoh_*', 'sss:afp D']",1786,4,GLC2:lemma:l:Psi IndCoh* IndSch,e:from QCoh star to fact;ss:QCoh* non-fp;ss:proof of fact over com;sss:IndCoh^* to QCoh_*;sss:afp D
GLC2:corollary:c:from QCoh * to fact placid,GLC2,corollary,c:from QCoh * to fact placid,5071,5085.0,0,[],1,['e:from IndCoh * to fact'],549,5,,e:from IndCoh * to fact
GLC2:remark:r:recover IndCoh,GLC2,remark,r:recover IndCoh,5085,5173.0,1,['GLC2:corollary:c:from QCoh * to fact placid'],4,"['e:reg into mon-free', 'e:self-duality mon free Op', 'sss:Op is a torsor', 'sss:fact com placid']",3480,1,GLC2:corollary:c:from QCoh * to fact placid,e:reg into mon-free;e:self-duality mon free Op;sss:Op is a torsor;sss:fact com placid
GLC2:corollary:c:IndCoh* Op bdd below,GLC2,corollary,c:IndCoh* Op bdd below,5173,5257.0,1,['GLC2:remark:r:recover IndCoh'],2,"['e:Op to LS', 'e:global sect opers punct enh']",2801,4,GLC2:remark:r:recover IndCoh,e:Op to LS;e:global sect opers punct enh
GLC2:proposition:p:IndCoh Op via fact almost,GLC2,proposition,p:IndCoh Op via fact almost,5257,5392.0,0,[],7,"['e:Op to LS enh', 'e:f fact', 'e:from QCoh co to QCoh', 'ss:afp D', 'sss:QCoh co fact', 'sss:local prop fact', 'sss:rel unital']",4063,9,,e:Op to LS enh;e:f fact;e:from QCoh co to QCoh;ss:afp D;sss:QCoh co fact;sss:local prop fact;sss:rel unital
GLC2:corollary:c:from QCoh * to fact rel,GLC2,corollary,c:from QCoh * to fact rel,5392,5485.0,5,"['GLC2:lemma:l:Psi IndCoh* IndSch', 'GLC2:lemma:l:pt to pt/H', 'GLC2:proposition:p:IndCoh Op via fact almost', 'GLC2:proposition:p:QCoh co descent', 'GLC2:theorem:t:from QCoh star to fact']",3,"['e:f fact enh', 'sss:assump i', 'sss:mf placid']",3985,0,GLC2:lemma:l:Psi IndCoh* IndSch;GLC2:lemma:l:pt to pt/H;GLC2:proposition:p:IndCoh Op via fact almost;GLC2:proposition:p:QCoh co descent;GLC2:theorem:t:from QCoh star to fact,e:f fact enh;sss:assump i;sss:mf placid
GLC2:lemma:auto0064@L5485,GLC2,lemma,,5485,5543.0,1,['GLC2:proposition:p:IndCoh Op via fact almost'],2,"['ss:com fact', 'sss:oper bundle is fixed']",1930,0,GLC2:proposition:p:IndCoh Op via fact almost,ss:com fact;sss:oper bundle is fixed
GLC2:remark:auto0065@L5543,GLC2,remark,,5543,5624.0,3,"['GLC2:corollary:c:IndCoh* Op bdd below', 'GLC2:corollary:c:R mod in A', 'GLC2:theorem:t:FF']",6,"['e:action of ff', 'ss:center acts on Whit coinv', 'ss:z on KL', 'sss:IndCoh * Ran', 'sss:Op placid', 'sss:action via coaction']",3426,0,GLC2:corollary:c:IndCoh* Op bdd below;GLC2:corollary:c:R mod in A;GLC2:theorem:t:FF,e:action of ff;ss:center acts on Whit coinv;ss:z on KL;sss:IndCoh * Ran;sss:Op placid;sss:action via coaction
GLC2:corollary:c:z-mod KM,GLC2,corollary,c:z-mod KM,5624,5681.0,0,[],5,"['e:coaction functor first term', 'e:coaction functor first term 0', 'e:coaction functor first term 1', 's:device', 'sss:coaction functor first term']",2176,3,,e:coaction functor first term;e:coaction functor first term 0;e:coaction functor first term 1;s:device;sss:coaction functor first term
GLC2:lemma:l:coaction functor term n,GLC2,lemma,l:coaction functor term n,5681,5700.0,1,['GLC2:corollary:c:z-mod KM'],2,"['e:coaction functor term n', 'e:coaction functor term n oblv']",845,5,GLC2:corollary:c:z-mod KM,e:coaction functor term n;e:coaction functor term n oblv
GLC2:corollary:c:coaction homotopy,GLC2,corollary,c:coaction homotopy,5700,6154.0,7,"['GLC2:corollary:c:IndCoh* Op bdd below', 'GLC2:corollary:c:dir im IndCoh* t exact', 'GLC2:corollary:c:from QCoh * to fact placid', 'GLC2:corollary:c:z-mod KM', 'GLC2:lemma:l:coaction functor term n', 'GLC2:lemma:l:modules for fact alg restr untl', 'GLC2:lemma:l:plus part KM']",23,"['e:action of ff', 'e:action of ff n', 'e:center cosimplicial', 'e:center cosimplicial mod', 'e:coaction functor first term', 'e:coaction functor first term 2', 'e:coaction functor first term n', 'e:coaction functor first term oblv n', 'e:coaction functor term n oblv', 'e:cosimplicial alg', 'e:cosimplicial to find', 'e:cosimplicial to z', 'e:restr along Sph', 'e:to fact cosimpl', 'l:coaction functor first term n', 'l:cosimpl plus part', 'sss:Gr G disc', 'sss:Gr G level', 'sss:fact mods for com', 'sss:factorization restriction', 'sss:mon cat', 'sss:univ property restr cat', 'sss:vac fact space']",18966,1,GLC2:corollary:c:IndCoh* Op bdd below;GLC2:corollary:c:dir im IndCoh* t exact;GLC2:corollary:c:from QCoh * to fact placid;GLC2:corollary:c:z-mod KM;GLC2:lemma:l:coaction functor term n;GLC2:lemma:l:modules for fact alg restr untl;GLC2:lemma:l:plus part KM,e:action of ff;e:action of ff n;e:center cosimplicial;e:center cosimplicial mod;e:coaction functor first term;e:coaction functor first term 2;e:coaction functor first term n;e:coaction functor first term oblv n;e:coaction functor term n oblv;e:cosimplicial alg;e:cosimplicial to find;e:cosimplicial to z;e:restr along Sph;e:to fact cosimpl;l:coaction functor first term n;l:cosimpl plus part;sss:Gr G disc;sss:Gr G level;sss:fact mods for com;sss:factorization restriction;sss:mon cat;sss:univ property restr cat;sss:vac fact space
GLC2:lemma:l:restr Gr,GLC2,lemma,l:restr Gr,6154,6177.0,1,['GLC2:lemma:l:fact res crit'],2,"['e:restr Gr', 'sss:sph vs LG act']",732,0,GLC2:lemma:l:fact res crit,e:restr Gr;sss:sph vs LG act
GLC2:corollary:c:restr Gr,GLC2,corollary,c:restr Gr,6177,6198.0,0,[],0,[],803,0,,
GLC2:corollary:c:z action on KL,GLC2,corollary,c:z action on KL,6198,6213.0,0,[],0,[],447,3,,
GLC2:remark:auto0072@L6213,GLC2,remark,,6213,6241.0,2,"['GLC2:corollary:c:z action on KL', 'GLC2:lemma:l:coaction functor term n']",1,['ss:action of center'],1222,0,GLC2:corollary:c:z action on KL;GLC2:lemma:l:coaction functor term n,ss:action of center
GLC2:corollary:c:z action on Wht(KM),GLC2,corollary,c:z action on Wht(KM),6241,6300.0,0,[],3,"['e:DS crit', 'e:initial DS', 'sss:DS']",2164,3,,e:DS crit;e:initial DS;sss:DS
GLC2:theorem:t:center as DS,GLC2,theorem,t:center as DS,6300,6319.0,0,[],3,"['e:DS crit', 'e:center to DS of Vac', 'sss:fact alg from fact cat']",631,2,,e:DS crit;e:center to DS of Vac;sss:fact alg from fact cat
GLC2:proposition:p:DS enh coarse,GLC2,proposition,p:DS enh coarse,6319,6362.0,1,['GLC2:corollary:c:from QCoh * to fact placid'],1,['e:DS enh'],1613,0,GLC2:corollary:c:from QCoh * to fact placid,e:DS enh
GLC2:theorem:t:Ra-W,GLC2,theorem,t:Ra-W,6362,6418.0,1,['GLC2:corollary:c:z action on Wht(KM)'],1,['ss:action of center'],1974,2,GLC2:corollary:c:z action on Wht(KM),ss:action of center
GLC2:theorem:t:FF,GLC2,theorem,t:FF,6418,6503.0,3,"['GLC2:remark:r:choice CS', 'GLC2:theorem:t:FLE and Sat', 'GLC2:theorem:t:birth']",4,"['e:Rep G to z', 'e:naive FF for torus', 'sss:com fact vs Dmod com', 'sss:jet construction']",3534,3,GLC2:remark:r:choice CS;GLC2:theorem:t:FLE and Sat;GLC2:theorem:t:birth,e:Rep G to z;e:naive FF for torus;sss:com fact vs Dmod com;sss:jet construction
GLC2:theorem:t:birth,GLC2,theorem,t:birth,6503,6508.0,0,[],1,['e:z to KL'],185,4,,e:z to KL
GLC2:remark:auto0079@L6508,GLC2,remark,,6508,6567.0,1,['GLC2:theorem:t:birth'],3,"['e:R G Op', 'ss:action of center', 'sss:Rep acts on KM']",2567,0,GLC2:theorem:t:birth,e:R G Op;ss:action of center;sss:Rep acts on KM
GLC2:remark:auto0080@L6567,GLC2,remark,,6567,6637.0,3,"['GLC2:corollary:c:R mod in A', 'GLC2:corollary:c:z-mod KM', 'GLC2:proposition:p:IndCoh Op via fact almost']",8,"['e:co-action of Rep', 'e:co-action of Rep enh', 'e:co-action on KL 1', 'e:co-action on KL 2', 'ss:properies act z on KL', 'sss:R Op acts on Vac', 'sss:Rep acts on KM', 'sss:coaction functor first term']",3204,0,GLC2:corollary:c:R mod in A;GLC2:corollary:c:z-mod KM;GLC2:proposition:p:IndCoh Op via fact almost,e:co-action of Rep;e:co-action of Rep enh;e:co-action on KL 1;e:co-action on KL 2;ss:properies act z on KL;sss:R Op acts on Vac;sss:Rep acts on KM;sss:coaction functor first term
GLC2:lemma:l:R-mod KL,GLC2,lemma,l:R-mod KL,6637,6668.0,1,['GLC2:lemma:l:coaction functor term n'],8,"['e:R-mod KL', 'e:co-action on KL', 'e:co-action on KL 3', 'e:co-action on KL 4', 'sss:define coaction 1', 'sss:define coaction 2', 'sss:mf on KL 1', 'sss:mf on KL 2']",1165,0,GLC2:lemma:l:coaction functor term n,e:R-mod KL;e:co-action on KL;e:co-action on KL 3;e:co-action on KL 4;sss:define coaction 1;sss:define coaction 2;sss:mf on KL 1;sss:mf on KL 2
GLC2:lemma:l:coaction functor term KL n,GLC2,lemma,l:coaction functor term KL n,6668,6932.0,3,"['GLC2:corollary:c:coaction homotopy', 'GLC2:lemma:l:coaction functor term n', 'GLC2:proposition:p:IndCoh Op via fact almost']",18,"['e:co-action on KL', 'e:co-action on KL n', 'e:co-action on KL n bis', 'e:coaction functor term n oblv', 'e:cosimpl KL', 'e:cosimpl R mod', 'e:cosimpl Rep', 'e:cosimplicial alg mf', 'e:mock alg fibration', 'e:mock module fibration', 'e:simpl Rep', 'e:simpl Rep KL', 'ss:coaction functor term KL coh hom', 'sss:R Op acts on Vac', 'sss:define coaction 1.5', 'sss:define coaction 2', 'sss:fact mods for com', 'sss:internal Hom simpl']",11447,1,GLC2:corollary:c:coaction homotopy;GLC2:lemma:l:coaction functor term n;GLC2:proposition:p:IndCoh Op via fact almost,e:co-action on KL;e:co-action on KL n;e:co-action on KL n bis;e:coaction functor term n oblv;e:cosimpl KL;e:cosimpl R mod;e:cosimpl Rep;e:cosimplicial alg mf;e:mock alg fibration;e:mock module fibration;e:simpl Rep;e:simpl Rep KL;ss:coaction functor term KL coh hom;sss:R Op acts on Vac;sss:define coaction 1.5;sss:define coaction 2;sss:fact mods for com;sss:internal Hom simpl
GLC2:lemma:l:Rep G act on KM,GLC2,lemma,l:Rep G act on KM,6932,6955.0,1,['GLC2:corollary:c:z action on KL'],0,[],924,3,GLC2:corollary:c:z action on KL,
GLC2:corollary:c:Hecke action t-exact,GLC2,corollary,c:Hecke action t-exact,6955,7087.0,4,"['GLC2:corollary:c:z action on KL', 'GLC2:lemma:l:Rep G act on KM', 'GLC2:lemma:l:hom category', 'GLC2:theorem:t:critical FLE']",9,"['e:FLE 1', 'e:FLE 2', 'e:critical FLE', 'e:critical FLE functor', 'e:critical FLE omega', 'e:r^*', 'ss:enh DS', 'sss:DS and action of center', 'sss:z act on KL and KM']",6063,2,GLC2:corollary:c:z action on KL;GLC2:lemma:l:Rep G act on KM;GLC2:lemma:l:hom category;GLC2:theorem:t:critical FLE,e:FLE 1;e:FLE 2;e:critical FLE;e:critical FLE functor;e:critical FLE omega;e:r^*;ss:enh DS;sss:DS and action of center;sss:z act on KL and KM
GLC2:theorem:t:critical FLE,GLC2,theorem,t:critical FLE,7087,7093.0,0,[],0,[],200,8,,
GLC2:remark:auto0086@L7093,GLC2,remark,,7093,7122.0,2,"['GLC2:theorem:t:critical FLE', 'GLC2:theorem:t:critical FLE pointwise']",0,[],840,0,GLC2:theorem:t:critical FLE;GLC2:theorem:t:critical FLE pointwise,
GLC2:lemma:l:FLE is unital,GLC2,lemma,l:FLE is unital,7122,7143.0,3,"['GLC2:lemma:l:unit determines strict', 'GLC2:proposition:p:mon-free to all', 'GLC2:theorem:t:center as DS']",1,['e:FLE is unital'],900,0,GLC2:lemma:l:unit determines strict;GLC2:proposition:p:mon-free to all;GLC2:theorem:t:center as DS,e:FLE is unital
GLC2:corollary:c:FLE is unital,GLC2,corollary,c:FLE is unital,7143,7153.0,1,['GLC2:theorem:t:critical FLE'],0,[],229,1,GLC2:theorem:t:critical FLE,
GLC2:theorem:t:critical FLE pointwise,GLC2,theorem,t:critical FLE pointwise,7153,7171.0,2,"['GLC2:theorem:t:Ra-W', 'GLC2:theorem:t:critical FLE']",1,['ss:proof of local FLE'],723,4,GLC2:theorem:t:Ra-W;GLC2:theorem:t:critical FLE,ss:proof of local FLE
GLC2:proposition:p:FLE pres comp,GLC2,proposition,p:FLE pres comp,7171,7208.0,4,"['GLC2:lemma:l:Sph and Whit adj', 'GLC2:proposition:p:mon-free to all', 'GLC2:theorem:t:critical FLE', 'GLC2:theorem:t:critical FLE pointwise']",4,"['e:FLE 1', 'e:pre-FLE -1', 'e:pre-FLE 0', 'sss:pres compac fact']",1620,1,GLC2:lemma:l:Sph and Whit adj;GLC2:proposition:p:mon-free to all;GLC2:theorem:t:critical FLE;GLC2:theorem:t:critical FLE pointwise,e:FLE 1;e:pre-FLE -1;e:pre-FLE 0;sss:pres compac fact
GLC2:proposition:p:ptw => fact,GLC2,proposition,p:ptw => fact,7208,7258.0,2,"['GLC2:theorem:t:critical FLE', 'GLC2:theorem:t:critical FLE pointwise']",0,[],1622,0,GLC2:theorem:t:critical FLE;GLC2:theorem:t:critical FLE pointwise,
GLC2:lemma:l:Sph and Whit adj,GLC2,lemma,l:Sph and Whit adj,7258,7266.0,0,[],2,"['e:Sph to Whit* again', 'e:Sph to Whit^! again']",338,3,,e:Sph to Whit* again;e:Sph to Whit^! again
GLC2:remark:auto0093@L7266,GLC2,remark,,7266,7371.0,1,['GLC2:lemma:l:Sph and Whit adj'],8,"['e:Hom from av delta', 'e:Hom from av delta 1', 'e:Sph to Whit^! Theta', 'e:Whit KM to KL', 'e:pre-inverse FLE 1', 'e:ten prod category', 'sss:Whit clean', 'sss:construct FLE']",4499,0,GLC2:lemma:l:Sph and Whit adj,e:Hom from av delta;e:Hom from av delta 1;e:Sph to Whit^! Theta;e:Whit KM to KL;e:pre-inverse FLE 1;e:ten prod category;sss:Whit clean;sss:construct FLE
GLC2:proposition:p:inverse FLE,GLC2,proposition,p:inverse FLE,7371,7482.0,1,['GLC2:lemma:l:Sph and Whit adj'],6,"['e:critical FLE omega', 'e:pre-FLE -1', 'e:pre-FLE 0', 'e:pre-inverse FLE', 'e:pre-inverse FLE 0', 'e:pre-inverse FLE 1']",4563,1,GLC2:lemma:l:Sph and Whit adj,e:critical FLE omega;e:pre-FLE -1;e:pre-FLE 0;e:pre-inverse FLE;e:pre-inverse FLE 0;e:pre-inverse FLE 1
GLC2:theorem:t:FLE and Sat,GLC2,theorem,t:FLE and Sat,7482,7558.0,0,[],8,"['e:Gamma Op again', 'e:Gamma Op enh again', 'e:pairing 1', 'e:pairing 1 prel', 'e:pairing 2', 'e:pairing G one', 'ss:FLE and Sat', 'sss:FLE and Sat pointwise']",3356,7,,e:Gamma Op again;e:Gamma Op enh again;e:pairing 1;e:pairing 1 prel;e:pairing 2;e:pairing G one;ss:FLE and Sat;sss:FLE and Sat pointwise
GLC2:corollary:c:two pairings fine,GLC2,corollary,c:two pairings fine,7558,7566.0,0,[],0,[],331,0,,
GLC2:corollary:c:two pairings coarse,GLC2,corollary,c:two pairings coarse,7566,7630.0,0,[],1,['e:Op to LS enh'],2893,2,,e:Op to LS enh
GLC2:proposition:p:pre-FLE,GLC2,proposition,p:pre-FLE,7630,7640.0,1,['GLC2:lemma:l:Rep G act on KM'],0,[],344,3,GLC2:lemma:l:Rep G act on KM,
GLC2:lemma:l:pre-FLE,GLC2,lemma,l:pre-FLE,7640,7722.0,2,"['GLC2:proposition:p:pre-FLE', 'GLC2:remark:r:CS again']",2,"['e:pre-FLE 1', 'e:pre-FLE 2']",3384,0,GLC2:proposition:p:pre-FLE;GLC2:remark:r:CS again,e:pre-FLE 1;e:pre-FLE 2
GLC2:lemma:l:pre FLE unit,GLC2,lemma,l:pre FLE unit,7722,7736.0,2,"['GLC2:corollary:c:FLE is unital', 'GLC2:proposition:p:pre-FLE']",0,[],395,1,GLC2:corollary:c:FLE is unital;GLC2:proposition:p:pre-FLE,
GLC2:remark:auto0101@L7736,GLC2,remark,,7736,7773.0,2,"['GLC2:lemma:l:pre FLE unit', 'GLC2:proposition:p:IndCoh Op via fact almost']",2,"['e:pre FLE unit', 'sss:fact alg from fact cat gen']",1460,0,GLC2:lemma:l:pre FLE unit;GLC2:proposition:p:IndCoh Op via fact almost,e:pre FLE unit;sss:fact alg from fact cat gen
GLC2:lemma:l:pre FLE t exact,GLC2,lemma,l:pre FLE t exact,7773,7799.0,3,"['GLC2:corollary:c:Hecke action t-exact', 'GLC2:lemma:l:DS on KL exact', 'GLC2:proposition:p:pre-FLE']",1,['e:pre-FLE 2'],1094,0,GLC2:corollary:c:Hecke action t-exact;GLC2:lemma:l:DS on KL exact;GLC2:proposition:p:pre-FLE,e:pre-FLE 2
GLC2:corollary:c:FLE t exact,GLC2,corollary,c:FLE t exact,7799,8308.0,6,"['GLC2:lemma:l:basic adj', 'GLC2:lemma:l:fact restr cat untl', 'GLC2:lemma:l:hom category', 'GLC2:proposition:p:Sph to unr Whit', 'GLC2:theorem:t:Ra-W', 'GLC2:theorem:t:create fact ff']",19,"['e:basic adj', 'e:basic adj Rep G', 'e:embed temp', 'e:fact mod abs 1', 'e:fact mod abs 2', 'e:ff Rep G to prove', 'e:from QCoh mmod to fact mmod', 'e:from QCoh mmod to fact mmod form', 'e:loops into Y', 'e:restr from qcoh on reg opers compl', 'l:restriction and fact', 'l:restriction and fact form', 'm:ff Rep G to prove q', 'p:Sph vs Whit', 'ss:fact mod cat', 'sss:LS partial puncture', 'sss:Rep(G) fact', 'sss:fact mod abs 2', 'sss:rel fact flat']",20818,1,GLC2:lemma:l:basic adj;GLC2:lemma:l:fact restr cat untl;GLC2:lemma:l:hom category;GLC2:proposition:p:Sph to unr Whit;GLC2:theorem:t:Ra-W;GLC2:theorem:t:create fact ff,e:basic adj;e:basic adj Rep G;e:embed temp;e:fact mod abs 1;e:fact mod abs 2;e:ff Rep G to prove;e:from QCoh mmod to fact mmod;e:from QCoh mmod to fact mmod form;e:loops into Y;e:restr from qcoh on reg opers compl;l:restriction and fact;l:restriction and fact form;m:ff Rep G to prove q;p:Sph vs Whit;ss:fact mod cat;sss:LS partial puncture;sss:Rep(G) fact;sss:fact mod abs 2;sss:rel fact flat
GLC2:remark:r:no Ran temp,GLC2,remark,r:no Ran temp,8308,8346.0,0,[],0,[],1333,1,,
GLC2:lemma:l:temp quot via action,GLC2,lemma,l:temp quot via action,8346,8392.0,0,[],2,"['e:temp adj', 'e:temp quot via action']",1597,0,,e:temp adj;e:temp quot via action
GLC2:corollary:c:temp quot via action C,GLC2,corollary,c:temp quot via action C,8392,8406.0,0,[],2,"['e:temp adj', 'e:temp quot via action C']",398,2,,e:temp adj;e:temp quot via action C
GLC2:remark:auto0107@L8406,GLC2,remark,,8406,8422.0,1,['GLC2:corollary:c:temp quot via action C'],0,[],610,0,GLC2:corollary:c:temp quot via action C,
GLC2:corollary:c:temp quot via action C 1,GLC2,corollary,c:temp quot via action C 1,8422,8477.0,3,"['GLC2:proposition:p:recover compl via Sph', 'GLC2:theorem:t:FLE and Sat', 'GLC2:theorem:t:critical FLE pointwise']",3,"['e:FLE compat x', 'e:pairing 1', 'e:pairing 2']",2038,1,GLC2:proposition:p:recover compl via Sph;GLC2:theorem:t:FLE and Sat;GLC2:theorem:t:critical FLE pointwise,e:FLE compat x;e:pairing 1;e:pairing 2
GLC2:proposition:p:image of pairing,GLC2,proposition,p:image of pairing,8477,8487.0,0,[],1,['e:FLE compat x'],261,4,,e:FLE compat x
GLC2:proposition:p:opers is temp,GLC2,proposition,p:opers is temp,8487,8521.0,1,['GLC2:proposition:p:IndCoh mf as QCoh ten prod'],1,['e:IndCoh mf as QCoh ten prod again'],1158,3,GLC2:proposition:p:IndCoh mf as QCoh ten prod,e:IndCoh mf as QCoh ten prod again
GLC2:proposition:p:KL is temp,GLC2,proposition,p:KL is temp,8521,8564.0,3,"['GLC2:corollary:c:temp quot via action C 1', 'GLC2:proposition:p:image of pairing', 'GLC2:proposition:p:opers is temp']",1,['e:FLE x again'],1341,4,GLC2:corollary:c:temp quot via action C 1;GLC2:proposition:p:image of pairing;GLC2:proposition:p:opers is temp,e:FLE x again
GLC2:lemma:l:Sph gen to all,GLC2,lemma,l:Sph gen to all,8564,8594.0,0,[],2,"['e:Sph gen to all', 'e:pairing 1 prel abs']",1001,0,,e:Sph gen to all;e:pairing 1 prel abs
GLC2:corollary:c:Sph gen to all Whit,GLC2,corollary,c:Sph gen to all Whit,8594,8635.0,1,['GLC2:proposition:p:image of pairing'],3,"['e:FLE compat x', 'e:pairing 1', 'e:pairing 1 prel abs again']",1532,0,GLC2:proposition:p:image of pairing,e:FLE compat x;e:pairing 1;e:pairing 1 prel abs again
GLC2:lemma:l:DS sph gen,GLC2,lemma,l:DS sph gen,8635,8715.0,6,"['GLC2:corollary:c:FLE t exact', 'GLC2:corollary:c:temp quot via action C', 'GLC2:proposition:p:FLE pres comp', 'GLC2:proposition:p:KL is temp', 'GLC2:proposition:p:image of pairing', 'GLC2:proposition:p:opers is temp']",2,"['e:KL is temp', 'sss:temp']",2968,0,GLC2:corollary:c:FLE t exact;GLC2:corollary:c:temp quot via action C;GLC2:proposition:p:FLE pres comp;GLC2:proposition:p:KL is temp;GLC2:proposition:p:image of pairing;GLC2:proposition:p:opers is temp,e:KL is temp;sss:temp
